Name,Domain,Indicator,Year,GeogID,AgeGroup,Gender,Month,Measure,Value,ts,measureName,indicatorName,contentAreaName
MOHAVE,HSI,89,2016,4015,20,ALL,ALL,440,100.21,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2016,4017,20,ALL,ALL,440,20.51,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2016,4017,20,ALL,ALL,440,20.51,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2015,4021,20,ALL,ALL,440,38.37,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2015,4021,20,ALL,ALL,440,38.37,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2015,4023,20,ALL,ALL,440,13.69,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2015,4023,20,ALL,ALL,440,13.69,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2015,4025,20,ALL,ALL,440,21.68,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2015,4025,20,ALL,ALL,440,21.68,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2016,4025,20,ALL,ALL,440,29.18,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2016,4025,20,ALL,ALL,440,29.18,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2016,4027,20,ALL,ALL,440,88.98,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2016,4027,20,ALL,ALL,440,88.98,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2016,ALL,20,ALL,ALL,440,36.4,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2016,ALL,20,ALL,ALL,440,36.4,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2017,4001,20,ALL,ALL,440,12.82,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2017,4001,20,ALL,ALL,440,12.82,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,HSI,89,2017,4003,20,ALL,ALL,440,44.34,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,HSI,89,2017,4003,20,ALL,ALL,440,44.34,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2017,4005,20,ALL,ALL,440,16.57,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2017,4005,20,ALL,ALL,440,16.57,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2018,4013,20,ALL,ALL,440,33.24,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2018,4013,20,ALL,ALL,440,33.24,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2016,4005,20,ALL,ALL,440,21.82,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2016,4005,20,ALL,ALL,440,21.82,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2016,4007,20,ALL,ALL,440,52.08,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2016,4007,20,ALL,ALL,440,52.08,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2016,4009,20,ALL,ALL,440,45.86,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2016,4009,20,ALL,ALL,440,45.86,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2017,4017,20,ALL,ALL,440,19.54,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2017,4017,20,ALL,ALL,440,19.54,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2017,4019,20,ALL,ALL,440,28.51,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2017,4019,20,ALL,ALL,440,28.51,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2017,4021,20,ALL,ALL,440,45.75,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2017,4021,20,ALL,ALL,440,45.75,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2017,4023,20,ALL,ALL,440,12.57,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2017,4023,20,ALL,ALL,440,12.57,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2017,4025,20,ALL,ALL,440,26.91,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2017,4025,20,ALL,ALL,440,26.91,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2017,4027,20,ALL,ALL,440,106.39,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2017,4027,20,ALL,ALL,440,106.39,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2017,ALL,20,ALL,ALL,440,37.86,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2017,ALL,20,ALL,ALL,440,37.86,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2014,4009,20,ALL,ALL,440,14.08,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2014,4009,20,ALL,ALL,440,14.08,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2014,4012,20,ALL,ALL,440,111.48,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2014,4012,20,ALL,ALL,440,111.48,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2014,4013,20,ALL,ALL,440,24.46,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2014,4013,20,ALL,ALL,440,24.46,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2014,4015,20,ALL,ALL,440,75.08,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2014,4015,20,ALL,ALL,440,75.08,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2017,4007,20,ALL,ALL,440,38.13,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2017,4007,20,ALL,ALL,440,38.13,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2017,4009,20,ALL,ALL,440,38.45,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2017,4009,20,ALL,ALL,440,38.45,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2017,4012,20,ALL,ALL,440,120.2,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2017,4012,20,ALL,ALL,440,120.2,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2017,4013,20,ALL,ALL,440,35.8,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2017,4013,20,ALL,ALL,440,35.8,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2017,4015,20,ALL,ALL,440,93.18,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2017,4015,20,ALL,ALL,440,93.18,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2018,ALL,20,ALL,ALL,440,36.69,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2018,ALL,20,ALL,ALL,440,36.69,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2016,4019,20,ALL,ALL,440,27.72,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2016,4019,20,ALL,ALL,440,27.72,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2016,4021,20,ALL,ALL,440,45.11,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2016,4021,20,ALL,ALL,440,45.11,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,HSI,89,2018,4003,20,ALL,ALL,440,29.76,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,HSI,89,2018,4003,20,ALL,ALL,440,29.76,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2018,4005,20,ALL,ALL,440,17.99,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2018,4005,20,ALL,ALL,440,17.99,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2018,4007,20,ALL,ALL,440,51.43,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2018,4007,20,ALL,ALL,440,51.43,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2018,4009,20,ALL,ALL,440,37.71,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2018,4009,20,ALL,ALL,440,37.71,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2018,4012,20,ALL,ALL,440,153.14,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2018,4012,20,ALL,ALL,440,153.14,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2019,4025,20,ALL,ALL,440,20.57,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2019,4025,20,ALL,ALL,440,20.57,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2019,4027,20,ALL,ALL,440,105.4,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2019,4027,20,ALL,ALL,440,105.4,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2019,ALL,20,ALL,ALL,440,35.42,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2019,ALL,20,ALL,ALL,440,35.42,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2018,4001,20,ALL,ALL,440,9.74,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2018,4001,20,ALL,ALL,440,9.74,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2019,4012,20,ALL,ALL,440,47.54,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2019,4012,20,ALL,ALL,440,47.54,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2019,4013,20,ALL,ALL,440,33.65,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2019,4013,20,ALL,ALL,440,33.65,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2019,4015,20,ALL,ALL,440,67.93,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2019,4015,20,ALL,ALL,440,67.93,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2019,4017,20,ALL,ALL,440,10.83,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2019,4017,20,ALL,ALL,440,10.83,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2019,4019,20,ALL,ALL,440,28.25,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2019,4019,20,ALL,ALL,440,28.25,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2019,4021,20,ALL,ALL,440,49.15,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2019,4021,20,ALL,ALL,440,49.15,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2019,4023,20,ALL,ALL,440,29.52,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2019,4023,20,ALL,ALL,440,29.52,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2020,4009,20,ALL,ALL,440,50.56,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2020,4009,20,ALL,ALL,440,50.56,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2020,4012,20,ALL,ALL,440,108.59,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,HSI,89,2020,4012,20,ALL,ALL,440,108.59,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2018,4015,20,ALL,ALL,440,89.59,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2018,4015,20,ALL,ALL,440,89.59,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2018,4017,20,ALL,ALL,440,11.98,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2018,4017,20,ALL,ALL,440,11.98,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2018,4019,20,ALL,ALL,440,31.27,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2018,4019,20,ALL,ALL,440,31.27,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2018,4021,20,ALL,ALL,440,52.56,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2018,4021,20,ALL,ALL,440,52.56,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2018,4023,20,ALL,ALL,440,18.86,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2018,4023,20,ALL,ALL,440,18.86,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2018,4025,20,ALL,ALL,440,22.58,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2018,4025,20,ALL,ALL,440,22.58,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2018,4027,20,ALL,ALL,440,104.34,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2018,4027,20,ALL,ALL,440,104.34,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2020,4021,20,ALL,ALL,440,45.5,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,HSI,89,2020,4021,20,ALL,ALL,440,45.5,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2020,4023,20,ALL,ALL,440,15.26,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,HSI,89,2020,4023,20,ALL,ALL,440,15.26,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2020,4025,20,ALL,ALL,440,16.87,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,HSI,89,2020,4025,20,ALL,ALL,440,16.87,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2019,4001,20,ALL,ALL,440,14.05,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2019,4001,20,ALL,ALL,440,14.05,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,HSI,89,2019,4003,20,ALL,ALL,440,34.02,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,HSI,89,2019,4003,20,ALL,ALL,440,34.02,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2019,4005,20,ALL,ALL,440,12.94,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2019,4005,20,ALL,ALL,440,12.94,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2019,4007,20,ALL,ALL,440,59,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2019,4007,20,ALL,ALL,440,59,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2019,4009,20,ALL,ALL,440,35.23,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,HSI,89,2019,4009,20,ALL,ALL,440,35.23,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2020,4027,20,ALL,ALL,440,51.69,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,HSI,89,2020,4027,20,ALL,ALL,440,51.69,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2020,ALL,20,ALL,ALL,440,28.52,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2020,ALL,20,ALL,ALL,440,28.52,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
